"index","id","id_product","product_name","slug","price","short_description","full_description","category"
NULL,"1321348366460",,"Running Around High Rise Legging - Black","running-around-high-rise-legging-black","9.009.00",NULL,NULL,"Leggings"
NULL,"1321348792444",,"Running Around High Rise Legging - Charcoal","running-around-high-rise-legging-charcoal","9.009.00",NULL,NULL,"Leggings"
NULL,"1321412690044",,"Elisa Relaxed Crop Tee - Black","elisa-relaxed-crop-tee-black","8.008.00",NULL,NULL,"Basic Tops & Bodysuits"
NULL,"1321514631292",,"Everybody Looking Faux Leather Joggers - Black","everybody-looking-faux-leather-joggers-black","17.9917.99",NULL,NULL,"Pants"
NULL,"1321526427772",,"Relaxed Vibe Joggers - Heather Grey","relaxed-vibe-joggers-heather-grey","15.0015.00",NULL,NULL,"Pants"
NULL,"1321548218492",,"Showing Out Heeled Sandal - Iridescent","showing-out-heeled-sandal-iridescent","39.9939.99",NULL,NULL,"Shoes"
NULL,"1321585475708",,"Relaxed Vibe Zip Up Jacket - Heather Grey","relaxed-vibe-zip-up-jacket-heather-grey","14.0014.00",NULL,NULL,"Knit Tops"
NULL,"1321785491580",,"Crossover Straight Leg Jeans - Light Blue Wash","crossover-straight-leg-jeans-light-blue-wash","20.9920.99",NULL,NULL,"Jeans"
NULL,"1321789718652",,"Baby Got Back Romper - Black","baby-got-back-romper-black","10.0010.00",NULL,NULL,"Rompers"
NULL,"1321793486972",,"Chosen One Pant Set - Black","chosen-one-pant-set-black","29.9929.99",NULL,NULL,"Matching Sets"
NULL,"1321805611132",,"Weekend Vibes Short Set - Black","weekend-vibes-matching-set-black","18.0018.00",NULL,NULL,"Matching Sets"
NULL,"1321832906876",,"Relaxed Vibe Solid Hoodie - Navy","relaxed-vibe-solid-hoodie-navy","15.0015.00",NULL,NULL,"Knit Tops"
NULL,"1321832972412",,"Relaxed Vibe Solid Hoodie - Heather Grey","relaxed-vibe-solid-hoodie-heather-grey","15.0015.00",NULL,NULL,"Knit Tops"
NULL,"1321834774652",,"My Favorite Biker Short - Black","my-favorite-biker-short-black","5.005.00",NULL,NULL,"Shorts"
NULL,"1321893462140",,"Lean On Me Leggings - Heather Grey","lean-on-me-leggings-heather-grey","7.007.00",NULL,NULL,"Leggings"
NULL,"1321898803324",,"Tennis And Chill Fleece Pullover Hoodie - Navy","tennis-and-chill-fleece-pullover-hoodie-navy","15.0015.00",NULL,NULL,"Knit Tops"
NULL,"1321914663036",,"Lily Crew Neck Long Sleeve Top - Charcoal","lily-crew-neck-long-sleeve-top-charcoal","8.008.00",NULL,NULL,"Basic Tops & Bodysuits"
NULL,"1322030858364",,"Better Days Crop Hoodie - Black","better-days-crop-hoodie-black","15.9915.99",NULL,NULL,"Sweaters"
NULL,"1322067689596",,"Look Again Joggers - Navy","look-again-joggers-navy","15.9915.99",NULL,NULL,"Pants"
NULL,"1322067853436",,"Look Again Hoodie - Heather Grey","look-again-hoodie-heather-grey","18.0018.00",NULL,NULL,"Knit Tops"
NULL,"1322067886204",,"Look Again Hoodie - Black","look-again-hoodie-black","18.0018.00",NULL,NULL,"Knit Tops"
NULL,"1322067918972",,"Look Again Joggers - Heather Grey","look-again-joggers-heather-grey","15.9915.99",NULL,NULL,"Pants"
NULL,"1322075521148",,"Running Around High Rise Legging - Heather Grey","running-around-high-rise-legging-heather-grey","9.009.00",NULL,NULL,"Leggings"
NULL,"1322075586684",,"Running Around High Rise Legging - Navy","running-around-high-rise-legging-navy","9.009.00",NULL,NULL,"Leggings"
NULL,"1322173268092",,"All Torn Up Crop Denim Jacket - Medium Wash","all-torn-up-crop-denim-jacket-medium-wash","24.0024.00",NULL,NULL,"Jackets & Coats"
NULL,"1322197450876",,"Weekend Vibes Legging Set - Mocha","weekend-vibes-legging-set-mocha","18.0018.00",NULL,NULL,"Matching Sets"
NULL,"1322255908988",,"Butterfly Baby Heels - Nude","butterfly-baby-heels-nude","29.9929.99",NULL,NULL,"Shoes"
NULL,"1322311385212",,"Big On Comfort Jogger Pant - Heather Grey","big-on-comfort-jogger-pant-heather-grey","17.9917.99",NULL,NULL,"Pants"
NULL,"1322354802812",,"Don't Get Crossed Over Slouch Fit Jeans - Medium Blue Wash","dont-get-crossed-over-slouch-fit-jeans-medium-blue-wash","20.9920.99",NULL,NULL,"Jeans"
NULL,"1322388390012",,"Wild West Cowgirl Hat - Black","wild-west-cowgirl-hat-black","8.998.99",NULL,NULL,"Womens Costumes"
NULL,"1322388488316",,"Wild West Cowgirl Hat - Red","wild-west-cowgirl-hat-red","8.998.99",NULL,NULL,"Womens Costumes"
NULL,"1322506780796",,"Jeanius Denim Jacket - Grey","jeanius-denim-jacket-dark-wash","11.9811.98",NULL,NULL,"Jackets & Coats"
NULL,"1322609377404",,"Relaxed Vibe Zip Up Jacket - Black","relaxed-vibe-zip-up-jacket-black","16.0016.00",NULL,NULL,"Knit Tops"
NULL,"1322615931004",,"Get Over It Heeled Mules - Pink","get-over-it-heeled-mules-pink","24.9924.99",NULL,NULL,"Shoes"
NULL,"22649307153",,"Happy Hour Bodysuit - Ivory","happy-hour-bodysuit-ivory","13.9913.99",NULL,NULL,"Bodysuits"
NULL,"22943727633",,"Robin Crop Top - Dark Red","robin-crop-top-dark-red","6.006.00",NULL,NULL,"Basic Tops & Bodysuits"
NULL,"233854137",,"Super High Waist Denim Skinnies - Medium Blue","super-high-waist-denim-skinnies-medium-blue","18.0018.00",NULL,NULL,"Jeans"
NULL,"326430193",,"Skinny Uniform Pants - Khaki","khaki-skinny-uniform-pants-khaki","15.0015.00",NULL,NULL,"Pants"
NULL,"326435269",,"Skinny Uniform Pants - Navy","khaki-skinny-uniform-pants-navy","15.9915.99",NULL,NULL,"Pants"
NULL,"326435641",,"Skinny Uniform Pants - Black","khaki-skinny-uniform-pants-black","15.9915.99",NULL,NULL,"Pants"
NULL,"33266663441",,"I'm So Basic Denim Jacket - Light Wash","im-so-basic-denim-jacket-light-wash","27.9927.99",NULL,NULL,"Jackets & Coats"
NULL,"47423422481",,"The New Me Halter Top - Red","the-new-me-halter-top-red","6.006.00",NULL,NULL,"Basic Tops & Bodysuits"
NULL,"5227775328380",,"Aurora Woven Top - Sage","aurora-woven-top-sage","12.0012.00",NULL,NULL,"Shirts & Blouses"
NULL,"5227834572924",,"Aimee Double Lined Bodysuit - Off White","aimee-double-lined-bodysuit-off-white","8.008.00",NULL,NULL,"Bodysuits"
NULL,"5227891196028",,"Almost Every Day Leggings - Chocolate","almost-every-day-leggings-chocolate","9.009.00",NULL,NULL,"Leggings"
NULL,"547846980",,"One of the Boys Dress - Black","one-of-the-boys-dress-black","19.9919.99",NULL,NULL,"Dresses"
NULL,"6535188775036",,"Cheer Stars 4 Piece Costume Set - Blue/combo","cheer-stars-4-piece-costume-set-blue-combo","52.4952.49",NULL,NULL,"Womens Costumes"
NULL,"6535199785084",,"Destination Anywhere Slides - Chocolate","destination-anywhere-slides-chocolate","12.0012.00",NULL,NULL,"Shoes"
NULL,"6535213580412",,"Waist No Time Blouse - Rose","waist-no-time-blouse-rose","20.9920.99",NULL,NULL,"Shirts & Blouses"
NULL,"6535249494140",,"Relaxed Vibe Joggers - Chocolate","relaxed-vibe-joggers-chocolate","15.0015.00",NULL,NULL,"Pants"
NULL,"6535355826300",,"Basic Mock Neck Bodysuit - Chocolate","basic-mock-neck-bodysuit-chocolate","8.008.00",NULL,NULL,"Basic Tops & Bodysuits"
NULL,"6535446986876",,"Nova Charmer Jumpsuit Set - Teal","nova-charmer-jumpsuit-set-teal","39.9939.99",NULL,NULL,"Jumpsuits"
NULL,"6535671316604",,"Always A Classic Pump - Camel","always-a-classic-pump-camel","29.9929.99",NULL,NULL,"Shoes"
NULL,"6535707197564",,"Flaunt What You Got Heels - White","flaunt-what-you-got-heels-white","24.9924.99",NULL,NULL,"Shoes"
NULL,"6535881588860",,"Laid Back Chillin' Pocket Tee - Orange","laid-back-chillin-pocket-tee-orange","8.008.00",NULL,NULL,"Basic Tops & Bodysuits"
NULL,"6535909769340",,"Stay A While Trouser - Light Blue","stay-a-while-trouser-light-blue","19.9919.99",NULL,NULL,"Pants"
NULL,"6536035663996",,"Mixed Emotions Mixed Feelings Flannel Top - Brown/combo","mixed-emotions-mixed-feelings-flannel-top-brown-combo","19.9919.99",NULL,NULL,"Shirts & Blouses"
NULL,"6536041037948",,"Certified Lover Girl Fray Hem Denim Shorts - Light Blue Wash","certified-lover-girl-fray-hem-denim-shorts-light-blue-wash","12.0012.00",NULL,NULL,"Jean Shorts"
NULL,"6536041201788",,"Slay The Way Frayed Denim Shorts - Light Blue Wash","slay-the-way-frayed-denim-shorts-light-blue-wash","9.999.99",NULL,NULL,"Jean Shorts"
NULL,"6536095924348",,"I'm Worth It High Rise Denim Shorts - Light Blue Wash","im-worth-it-high-rise-denim-shorts-light-blue-wash","12.4912.49",NULL,NULL,"Jean Shorts"
NULL,"6536111095932",,"Payin' It Forward Blazer Skirt Set - Mauve","payin-it-forward-blazer-skirt-set-mauve","32.9932.99",NULL,NULL,"Matching Sets"
NULL,"6536213168252",,"Here To Lounge Sweatshorts - Black","here-to-lounge-sweatshorts-black","12.0012.00",NULL,NULL,"Shorts"
NULL,"6536254914684",,"Keep It Up Plaid Pants - Black/combo","keep-it-up-plaid-pants-black-combo","19.9919.99",NULL,NULL,"Pants"
NULL,"6536354726012",,"You Better Work Shirt II - Chocolate","you-better-work-shirt-ii-chocolate","14.0014.00",NULL,NULL,"Shirts & Blouses"
NULL,"6536399323260",,"Hailee Crop Tank Top - Black","hailee-crop-tank-top-black","6.006.00",NULL,NULL,"Basic Tops & Bodysuits"
NULL,"6536407908476",,"Hailey Biker Shorts - Black","hailey-biker-shorts-black","6.006.00",NULL,NULL,"Shorts"
NULL,"6536428388476",,"Chelsea Biker Short Set - Chocolate","chelsea-biker-short-set-chocolate","16.0016.00",NULL,NULL,"Matching Sets"
NULL,"6536451915900",,"Mind Ya Business Denim Shorts - Light Blue Wash","mind-ya-business-denim-shorts-light-blue-wash","14.9914.99",NULL,NULL,"Jean Shorts"
NULL,"6536483897468",,"Laid Back Chillin' Pocket Tee - Navy","laid-back-chillin-pocket-tee-navy","8.008.00",NULL,NULL,"Basic Tops & Bodysuits"
NULL,"6536503918716",,"Forgetting You Heeled Sandals - Black","forgetting-you-heeled-sandals-black","24.9924.99",NULL,NULL,"Shoes"
NULL,"6536525021308",,"Maui Mix And Match High Rise Bikini Bottom - Royal","maui-mix-and-match-high-rise-bikini-bottom-royal","10.0010.00",NULL,NULL,"Swimwear"
NULL,"6536526299260",,"Maui Mix And Match High Rise Bikini Bottom - Purple","maui-mix-and-match-high-rise-bikini-bottom-purple","10.0010.00",NULL,NULL,"Swimwear"
NULL,"6536578302076",,"Melanie Ruched Biker Shorts - Black","melanie-ruched-biker-shorts-black","6.006.00",NULL,NULL,"Shorts"
NULL,"6536600027260",,"Maui Mix And Match Triangle Bikini Top - Royal","maui-mix-and-match-triangle-bikini-top-royal","10.0010.00",NULL,NULL,"Swimwear"
NULL,"6536688074876",,"Girl On The Go Sweater Vest - Multi Color","girl-on-the-go-sweater-vest-multi-color","19.9919.99",NULL,NULL,"Sweaters"
NULL,"6536696856700",,"Had Me At Hello Denim Shacket - Light Wash","had-me-at-hello-denim-shacket-light-wash","29.9929.99",NULL,NULL,"Jackets & Coats"
NULL,"6536697675900",,"Hollywood Studded Denim Jacket - Light Blue Wash","hollywood-studded-denim-jacket-light-blue-wash","47.9947.99",NULL,NULL,"Jackets & Coats"
NULL,"6536702525564",,"Mrs. Jackson Puffer Jacket - Tan","mrs-jackson-puffer-jacket-tan","27.9927.99",NULL,NULL,"Jackets & Coats"
NULL,"6536722448508",,"Goddess Energy 3 Piece Costume Set - White/combo","goddess-energy-3-piece-costume-set-white-combo","59.4959.49",NULL,NULL,"Womens Costumes"
NULL,"6536925806716",,"Western Showdown Button Front Denim Vest - Medium Wash","western-showdown-button-front-denim-vest-medium-wash","27.9927.99",NULL,NULL,"Jackets & Coats"
NULL,"6536998060156",,"C'est La Vie Short Sleeve Tee - Multi Color","cest-la-vie-short-sleeve-tee-multi-color","9.999.99",NULL,NULL,"Mens Tees & Tanks"
NULL,"6537024143484",,"Out Of Time Denim Bomber Jacket - Dark Wash","out-of-time-denim-bomber-jacket-dark-wash","27.9927.99",NULL,NULL,"Jackets & Coats"
NULL,"6537079586940",,"Almost Every Day Leggings - Navy","almost-every-day-leggings-navy","9.009.00",NULL,NULL,"Leggings"
NULL,"6537079619708",,"Almost Every Day Leggings - Heather Grey","almost-every-day-leggings-heather-grey","9.009.00",NULL,NULL,"Leggings"
NULL,"6537140764796",,"Darian Denim Skirt Set - Medium Wash","darian-denim-skirt-set-medium-wash","29.9929.99",NULL,NULL,"Matching Sets"
NULL,"6537267871868",,"Ruffle Some Feathers Bodysuit - Black","ruffle-some-feathers-bodysuit-black","31.9931.99",NULL,NULL,"Bodysuits"
NULL,"6537292251260",,"Glam Babe Drop Earrings - Silver","glam-babe-drop-earrings-silver","6.996.99",NULL,NULL,"Jewelry"
NULL,"6537296314492",,"Oversized Heavyweight Short Sleeve Tee - Off White","oversized-heavyweight-short-sleeve-tee-white","8.008.00",NULL,NULL,"Mens Tees & Tanks"
NULL,"6537296347260",,"Oversized Heavyweight Short Sleeve Tee - Black","oversized-heavyweight-short-sleeve-tee-black","10.0010.00",NULL,NULL,"Mens Tees & Tanks"
NULL,"6537319415932",,"Supernova Embellished Denim Vest - Medium Blue Wash","supernova-embellished-denim-vest-medium-blue-wash","27.9927.99",NULL,NULL,"Jackets & Coats"
NULL,"6537387769980",,"The Perfect Trouser Pant 32 - Black","the-perfect-trouser-pant-32-black","20.9920.99",NULL,NULL,"Pants"
NULL,"6537465364604",,"Billie Cropped Cargo Jacket - Pink","all-a-dream-cropped-denim-jacket-pink","26.9926.99",NULL,NULL,"Jackets & Coats"
NULL,"6537481683068",,"Nirvana Washed Crew Neck Sweatshirt - Black Wash","nirvana-washed-crew-neck-sweatshirt-black-wash","39.9939.99",NULL,NULL,"Screens Tops and Bottoms"
NULL,"6537504292988",,"You Better Work Bodysuit - Black","you-better-work-bodysuit-black","20.9920.99",NULL,NULL,"Shirts & Blouses"
NULL,"6537512190076",,"Erin Ribbed Cami Mini Dress - White","erin-ribbed-cami-mini-dress-white","8.008.00",NULL,NULL,"Dresses"
NULL,"6537512386684",,"Erin Ribbed Cami Mini Dress - Grey","erin-ribbed-cami-mini-dress-grey","8.008.00",NULL,NULL,"Dresses"
NULL,"6537536241788",,"Britney Sequin Mini Skirt - Silver","britney-sequin-mini-skirt-silver","31.9931.99",NULL,NULL,"Skirts"
NULL,"6537558032508",,"Yovanna Mini Dress Set - Black","yovanna-mini-dress-set-black","59.9959.99",NULL,NULL,"Dresses"
NULL,"6537561964668",,"Bec Bandage Midi Dress - Black","bec-bandage-midi-dress-black","49.9949.99",NULL,NULL,"Dresses"
NULL,"6537582116988",,"Karli Wide Leg Pant - Chartreuse","karli-wide-leg-pant-chartreuse","31.4931.49",NULL,NULL,"Career/Office"
NULL,"6537585819772",,"Don't Mess Around Cargo Pant - Green","dont-mess-around-cargo-pant-green","31.9931.99",NULL,NULL,"Pants"
NULL,"6537611083900",,"All Fired Up Cropped Denim Jacket - Orange","all-fired-up-cropped-denim-jacket-orange","14.9914.99",NULL,NULL,"Jackets & Coats"
NULL,"6537728983164",,"Yelisa Seamless Crop Top - Taupe","yelisa-seamless-crop-top-taupe","6.006.00",NULL,NULL,"Basic Tops & Bodysuits"
NULL,"6537734160508",,"Mckenna Oversized Crop T-Shirt - Black","mckenna-oversized-crop-t-shirt-black","6.006.00",NULL,NULL,"Basic Tops & Bodysuits"
NULL,"6537734652028",,"Work It Pinstripe Trouser Pant - Black","work-it-pinstripe-trouser-pant-black","13.9913.99",NULL,NULL,"Pants"
NULL,"6537742942332",,"Thoroughfare Ripped Non Stretch Denim Shorts - Light Blue Wash","thoroughfare-ripped-non-stretch-denim-shorts-light-blue-wash","17.9917.99",NULL,NULL,"Jean Shorts"
NULL,"6537765421180",,"Show Up Short Sleeve Cuban Shirt - Off White","show-up-short-sleeve-cuban-shirt-off-white","18.0018.00",NULL,NULL,"Mens Shirts"
NULL,"6537768992892",,"Bills Paid Midi Dress - Navy","bills-paid-midi-dress-navy","34.9934.99",NULL,NULL,"Dresses"
NULL,"6537795502204",,"Moonbeam Crochet Shrug Sweater - Cream","moonbeam-crochet-shrug-sweater-cream","19.9919.99",NULL,NULL,"Sweaters"
NULL,"6537804152956",,"Bree Camo Stretch Cargo Jean - Olive/combo","bree-camo-stretch-cargo-jean-olive-combo","26.9926.99",NULL,NULL,"Jeans"
NULL,"6537832071292",,"In Control Stretch Cut Off Denim Shorts - Dark Wash","in-control-stretch-cut-off-denim-shorts-dark-wash","12.0012.00",NULL,NULL,"Jean Shorts"
NULL,"6537868312700",,"San Fran Hooded Bomber Jacket - Black","san-fran-hooded-bomber-jacket-black","20.9920.99",NULL,NULL,"Jackets & Coats"
NULL,"6537872867452",,"Serenity Ribbed Bra Top - Royal","serenity-ribbed-bra-top-royal","10.4910.49",NULL,NULL,"Lounge"
NULL,"6537872900220",,"Serenity Ribbed Bra Top - Black","serenity-ribbed-bra-top-black","10.4910.49",NULL,NULL,"Lounge"
NULL,"6537872965756",,"Serenity Ribbed Leggings - Royal","serenity-ribbed-leggings-royal","13.9913.99",NULL,NULL,"Lounge"
NULL,"6537873031292",,"Serenity Ribbed Leggings - Black","serenity-ribbed-leggings-black","13.9913.99",NULL,NULL,"Lounge"
NULL,"6537874636924",,"Health First Tummy Tuck Legging - Black","health-first-tummy-tuck-legging-black","17.9917.99",NULL,NULL,"Lounge"
NULL,"6537876766844",,"Wellness Ribbed Bra Top - Black","wellness-ribbed-bra-top-black","10.4910.49",NULL,NULL,"Lounge"
NULL,"6537890824316",,"Seeing Double Colorblock Trouser - Black/White","seeing-double-colorblock-trouser-black-white","24.4924.49",NULL,NULL,"Pants"
NULL,"6537923002492",,"Janet Snatched Leggings - Black","janet-snatched-leggings-black","19.9919.99",NULL,NULL,"Leggings"
NULL,"6537923428476",,"Rock On Maxi T-Shirt Dress - Black/combo","rock-on-maxi-t-shirt-dress-black-combo","39.9939.99",NULL,NULL,"Dresses"
NULL,"6537953640572",,"Claire Triangle 2 Piece Bikini - Yellow/combo","claire-triangle-2-piece-bikini-yellow-combo","13.9913.99",NULL,NULL,"Swimwear"
NULL,"6537964879996",,"Sienna Surplice Top - Red","sienna-surplice-top-red","7.997.99",NULL,NULL,"Knit Tops"
NULL,"6537967075452",,"Cindy Seamless Bodysuit - Red","cindy-seamless-bodysuit-red","10.0010.00",NULL,NULL,"Bodysuits"
NULL,"6537967894652",,"Turbo Drive Jacket - Black","turbo-drive-jacket-black","35.9935.99",NULL,NULL,"Jackets & Coats"
NULL,"6537969336444",,"Gianna Ultra Crop Top - White","gianna-ultra-crop-top-white","6.006.00",NULL,NULL,"Basic Tops & Bodysuits"
NULL,"6537984639100",,"Big Moves Camo Cargo Pant - Olive/combo","big-moves-camo-cargo-pant-olive-combo","27.9927.99",NULL,NULL,"Pants"
NULL,"6538015146108",,"Casual Lover Skirt Set - Charcoal","casual-lover-skirt-set-charcoal","29.9929.99",NULL,NULL,"Matching Sets"
NULL,"6538025664636",,"The Perfect Trouser Pant 32 - White","the-perfect-trouser-pant-32-white","23.9923.99",NULL,NULL,"Pants"
NULL,"6538033758332",,"Dream Come True Non Stretch Cut Off Denim Shorts - Light Wash","dream-come-true-non-stretch-cut-off-denim-shorts-light-wash","17.9917.99",NULL,NULL,"Jean Shorts"
